id,created_at,source,polarity,subjectivity,original_text,lang,favorite_count,retweet_count,original_author,followers_count,friends_count,possibly_sensitive,hashtags,user_mentions,location
979,Fri Jun 18 19:08:26 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0.3,0.5222222222222223,"South Africa has recorded 10 510 new #coronavirus cases bringing the total to 1 796 589. The Department of Health has also reported 118 more deaths, bringing the total to 58 411. https://t.co/ipdMNdWmPV",en,3.0,2.0,mamocha1,651,3078,,"[{'text': 'coronavirus', 'indices': [37, 49]}]",[],"Joburg, SA "
980,Fri Jun 18 19:08:31 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0.25,0.3333333333333333,"#FridayVaccineFacts: what is #BringingSummerBack?

Bring Summer Back is a fun, flexible, community-centered approach to providing safe and effective COVID-19 vaccines to those 12+ in NC. 

Learn more at https://t.co/CB9eQr5aVp https://t.co/k4XUcmgKpY",en,2.0,2.0,AustinLouis5,823,3008,,"[{'text': 'FridayVaccineFacts', 'indices': [0, 19]}, {'text': 'BringingSummerBack', 'indices': [29, 48]}]",[],"Cambridge,Oh"
981,Fri Jun 18 19:08:34 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0.25,0.4111111111111112,,en,,,360CNN,4206,4993,,,,"West Coast, USA"
982,Fri Jun 18 19:08:37 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0.06666666666666668,0.5,.@GovWhitmer announces state will open to full capacity on June 22. More than nine million vaccines administered as new COVID cases fall to one-year low. Read more in a recent update at https://t.co/lAVrdaGV47 and find #COVID19 news in Michigan at https://t.co/niRBexCYOy. https://t.co/lkqgfScVUK,en,416.0,128.0,lmoon79,1634,4785,,"[{'text': 'COVID19', 'indices': [219, 227]}]","[{'screen_name': 'GovWhitmer', 'name': 'Governor Gretchen Whitmer', 'id': 102071743, 'id_str': '102071743', 'indices': [1, 12]}]",Michigan
983,Fri Jun 18 19:08:38 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0.3,0.7222222222222222,"Governments, the World Health Organisation and NGOs around the world asked Pfizer to ensure that science will win, by letting go of saying that they own the life-saving vaccine recipe. Pfizer has responded by saying that they also own the words “science will win” (not kidding ™️) https://t.co/b9mn56vpuz",en,105.0,67.0,BELLYLAUGHTER2,65,160,,[],[],
984,Fri Jun 18 19:08:39 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0.1555555555555556,0.3711111111111111,"@IsraelMFA Israel is a brutal nazi-like entity.... it sent EXPIRED vaccines to Palestinians to further worsen the covid19 pandemic. Israel could have sent the vaccines to Palestinians it occupies OR ppl who need them in Africa or Asia. But instead, it let the vaccines expire. 
#Thisisisrael https://t.co/n2OpwpAhXO",en,22.0,18.0,mayo4u,1444,1962,,"[{'text': 'Thisisisrael', 'indices': [278, 291]}]","[{'screen_name': 'IsraelMFA', 'name': 'Israel Foreign Ministry', 'id': 85796380, 'id_str': '85796380', 'indices': [0, 10]}]",
985,Fri Jun 18 19:08:44 +0000 2021,"<a href=""http://www.twitpane.com"" rel=""nofollow"">TwitPane for Android</a>",0.3125,0.3333333333333333,,en,138.0,93.0,ryanfromohio,891,1518,,,,South Clintonville
986,Fri Jun 18 19:08:45 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0.625,1.0,,en,9.0,4.0,ashishkjha,220589,564,,,,"Providence, RI"
987,Fri Jun 18 19:08:50 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",3.7007434154171876e-17,0.6333333333333334,"South Africa has recorded 10 510 new #coronavirus cases bringing the total to 1 796 589. The Department of Health has also reported 118 more deaths, bringing the total to 58 411. https://t.co/ipdMNdWmPV",en,3.0,3.0,MapenaKatiso,6105,5993,,"[{'text': 'coronavirus', 'indices': [37, 49]}]",[],South Africa
988,Fri Jun 18 19:08:53 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0.18409090909090908,0.28030303030303033,"2/ Despite promises made at #G7 most of the world, especially Africa, won't get #COVID19 #vaccines until 2022-23.
Meanwhile, Africa's economy is collapsing &amp; countries are losing 20 years of development. The @IMF has loaned Europe the equivalent of $2300/person for...
MORE https://t.co/ZkTcL4OSyz",en,127.0,87.0,luciabrawley,2305,1976,,"[{'text': 'G7', 'indices': [28, 31]}, {'text': 'COVID19', 'indices': [80, 88]}, {'text': 'vaccines', 'indices': [89, 98]}]","[{'screen_name': 'imf', 'name': 'Ian McFarland', 'id': 1260941, 'id_str': '1260941', 'indices': [212, 216]}]",
989,Fri Jun 18 19:08:54 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",-0.20857142857142855,0.34714285714285714,,en,,,DrNitinPandya,1,7,,,,
990,Fri Jun 18 19:08:56 +0000 2021,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",0.35000000000000003,0.7444444444444445,"MSM Admits COVID Timeline False, Myocarditis Is A Serious Risk &amp; Johns Hopkins Doc Calls Out CDC https://t.co/q2LLVj3MFK #TheDailyWrapUp #COVID19 #Vaccines #Myocarditis #CDCLies",en,105.0,65.0,HealthRadix,90,547,,"[{'text': 'TheDailyWrapUp', 'indices': [125, 140]}, {'text': 'COVID19', 'indices': [141, 149]}, {'text': 'Vaccines', 'indices': [150, 159]}, {'text': 'Myocarditis', 'indices': [160, 172]}, {'text': 'CDCLies', 'indices': [173, 181]}]",[],United States
991,Fri Jun 18 19:09:03 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0.125,0.325,"How do we know #COVID19 vaccines are safe?

CDC &amp; @US_FDA have safety monitoring systems to make sure every vaccine is as safe as possible. One system, VAERS, records adverse events from patients and doctors and can signal a potential safety issue. More: https://t.co/xSe61xdKcE. https://t.co/MEreGYnKPK",en,71.0,36.0,BangtanOurStars,267,227,,"[{'text': 'COVID19', 'indices': [15, 23]}]","[{'screen_name': 'US_FDA', 'name': 'U.S. FDA', 'id': 208120290, 'id_str': '208120290', 'indices': [54, 61]}]",
992,Fri Jun 18 19:09:10 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0.7,0.7,"Dr Moeti is head of WHO in Africa, and one of the best public health experts and leaders I know. Hers is a desperate request for vaccines to Africa. We plead with Germany and the UK to lift patent restrictions and urgently transfer technology to enable production in Africa.",en,322.0,157.0,mumslenansle,148,476,,[],[],"Plymouth, England"
993,Fri Jun 18 19:09:19 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",-0.2364583333333333,0.3375,Are you bringing your 7th grader in for #BacktoSchool vaccines? Just a reminder that #COVID19 vaccine is available for kids age 12 and older too. #TakeYourShotToStopCOVID19 https://t.co/PL0z1dkR5I,en,5.0,5.0,ClarkCountySch,36872,1227,,"[{'text': 'BacktoSchool', 'indices': [40, 53]}, {'text': 'COVID19', 'indices': [85, 93]}, {'text': 'TakeYourShotToStopCOVID19', 'indices': [146, 172]}]",[],"Clark County, Las Vegas, NV"
994,Fri Jun 18 19:09:46 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0.21233766233766235,0.4363636363636363,"South Africa has recorded 10 510 new #coronavirus cases bringing the total to 1 796 589. The Department of Health has also reported 118 more deaths, bringing the total to 58 411. https://t.co/ipdMNdWmPV",en,6.0,4.0,sosospay,16458,14907,,"[{'text': 'coronavirus', 'indices': [37, 49]}]",[],Eastern Cape
995,Fri Jun 18 19:09:54 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0.009999999999999998,0.4866666666666667,"We are dying! Ugandans need the world to stand with them. We need oxygen, PPEs, #COVID19 vaccines and money to pay our over-stretched health workers.
World, we need each other! 

Oxygen failure kills 30 Covid patients at Mulago  https://t.co/o1K0IUGf6Z via @DailyMonitor",en,911.0,508.0,damendah,242,560,,"[{'text': 'COVID19', 'indices': [80, 88]}]","[{'screen_name': 'DailyMonitor', 'name': 'Daily Monitor', 'id': 35697740, 'id_str': '35697740', 'indices': [257, 270]}]",Nairobi
996,Fri Jun 18 19:10:05 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0.3958333333333333,0.4916666666666667,"@JoeABCNews Why don’t some ppl understand that we are in a much worse position than last year? 

COVID19 is evolving and we don’t want it to mutate to the point where vaccines don’t work - that’s where it’s heading #DeltaVariant 

#maskup #keepyourdistance #washyourhands #gettested",en,10.0,1.0,Tglatin,859,1596,,"[{'text': 'DeltaVariant', 'indices': [215, 228]}, {'text': 'maskup', 'indices': [231, 238]}, {'text': 'keepyourdistance', 'indices': [239, 256]}, {'text': 'washyourhands', 'indices': [257, 271]}, {'text': 'gettested', 'indices': [272, 282]}]","[{'screen_name': 'JoeABCNews', 'name': ""Joe O'Brien"", 'id': 337382401, 'id_str': '337382401', 'indices': [0, 11]}]",
997,Fri Jun 18 19:10:05 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0.3333333333333333,0.3333333333333333,"*taps mic* 
🗣The Delta (India) and Beta (South Africa) coronavirus variants have been detected in Senegal!

1. Wear your mask
2. Practice physical distancing wherever possible
3. Get vaccinated as soon as you can.

We need more vaccine doses ASAP.",en,4.0,3.0,maria_kfz,183,822,,[],[],"Toronto, Ontario"
998,Fri Jun 18 19:10:08 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0.1590909090909091,0.6136363636363636,"South Africa has recorded 10 510 new #coronavirus cases bringing the total to 1 796 589. The Department of Health has also reported 118 more deaths, bringing the total to 58 411. https://t.co/ipdMNdWmPV",en,6.0,5.0,SipheMB,60,987,,"[{'text': 'coronavirus', 'indices': [37, 49]}]",[],"Port Elizabeth, South Africa"
999,Fri Jun 18 19:10:27 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0.375,0.75,"South Africa has recorded 10 510 new #coronavirus cases bringing the total to 1 796 589. The Department of Health has also reported 118 more deaths, bringing the total to 58 411. https://t.co/ipdMNdWmPV",en,6.0,6.0,Shersinghzn,854,1192,,"[{'text': 'coronavirus', 'indices': [37, 49]}]",[],"Durban, South Africa"
1000,Fri Jun 18 19:11:00 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0.3125,0.25,,en,,,DavidAb10822584,160,343,,,,"North Carolina, USA"
1001,Fri Jun 18 19:11:22 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0.3125,0.25,,en,29.0,29.0,ZukoMndayi1,9,383,,,,
1002,Fri Jun 18 19:11:31 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0.0625,0.325,"Excited to be racing at @roadamerica this weekend. Come on another drive with me to #VaccinEquity &amp; #GoGiveOne to get vaccines to everyone, everywhere. Let's help vaccinate the world against #COVID19 https://t.co/Rg6ZOXLW97 @IndyCar @WHOFoundation @WHO https://t.co/HtrVKKviSQ",en,417.0,23.0,neckthai,4564,1271,,"[{'text': 'VaccinEquity', 'indices': [84, 97]}, {'text': 'GoGiveOne', 'indices': [104, 114]}, {'text': 'COVID19', 'indices': [195, 203]}]","[{'screen_name': 'roadamerica', 'name': 'Road America', 'id': 27930155, 'id_str': '27930155', 'indices': [24, 36]}, {'screen_name': 'IndyCar', 'name': 'NTT INDYCAR SERIES', 'id': 21302878, 'id_str': '21302878', 'indices': [228, 236]}, {'screen_name': 'WHOFoundation', 'name': 'WHO Foundation', 'id': 1259956813006622721, 'id_str': '1259956813006622721', 'indices': [237, 251]}, {'screen_name': 'WHO', 'name': 'World Health Organization (WHO)', 'id': 14499829, 'id_str': '14499829', 'indices': [252, 256]}]",More than likely a racetrack
1003,Fri Jun 18 19:11:38 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0.1958333333333333,0.2875,"Israel will deliver more than a million doses of #COVID19 vaccines to the Palestinian Authority to help it fight the corona pandemic.

The 1st delivery, consisting of 100,000 vaccines, was transfered to the PA friday afternoon through Bitunia crossing.
https://t.co/7M3lWWr1J9",en,431.0,178.0,IsraelinSF,7436,189,,"[{'text': 'COVID19', 'indices': [49, 57]}]",[],"San Francisco, CA, USA"
1004,Fri Jun 18 19:11:41 +0000 2021,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">Vaccine finder</a>",-0.15000000000000002,0.6,,en,,,PuneUpdater,88,0,,,,
1005,Fri Jun 18 19:11:41 +0000 2021,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">Vaccine finder</a>",0.1958333333333333,0.2875,,en,,,PuneUpdater,88,0,,,,
1006,Fri Jun 18 19:11:41 +0000 2021,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">Vaccine finder</a>",0.13333333333333333,0.4555555555555556,,en,,,PuneUpdater,88,0,,,,
1007,Fri Jun 18 19:11:45 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0.45,0.65,"The timely delivery of #COVID19 vaccines is crucial. 

I welcome today’s decision by the Belgian Court of First Instance ordering #AstraZeneca to urgently deliver 50 million doses to 🇪🇺, as follows: 15 million doses by 26 July, 20 million by 23 August, 15 million by 27 September.",en,223.0,92.0,joacopereyra87,177,4983,,"[{'text': 'COVID19', 'indices': [23, 31]}, {'text': 'AstraZeneca', 'indices': [130, 142]}]",[],
1008,Fri Jun 18 19:11:51 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0.0,1.0,,en,,,oldsoul152,4,120,,,,Washington DC
1009,Fri Jun 18 19:11:56 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0.1590909090909091,0.6136363636363636,,en,,,MsCassandraGud,7553,1028,,,,2196
1010,Fri Jun 18 19:12:01 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",-0.2364583333333333,0.3375,"Dr Moeti is head of WHO in Africa, and one of the best public health experts and leaders I know. Hers is a desperate request for vaccines to Africa. We plead with Germany and the UK to lift patent restrictions and urgently transfer technology to enable production in Africa.",en,323.0,158.0,APHPaterson,344,999,,[],[],"Stroud, UK"
1011,Fri Jun 18 19:12:10 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0.6,0.8,,en,,,DudeBiotech,133,401,,,,DYOR! NO Advice! Read more!
1012,Fri Jun 18 19:12:13 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0.08333333333333333,0.35000000000000003,"You can get a #COVID19 vaccine and other vaccines, including flu and shingles, at the same visit. You no longer need to wait 14 days between vaccines. Side effects are the same if vaccines are given alone or together. 
 
More about vaccine timing: https://t.co/BV3mN5XdLe. https://t.co/RWrRzhKdEg",en,137.0,79.0,JeffNC9,1456,179,,"[{'text': 'COVID19', 'indices': [14, 22]}]",[],"Syracuse, NY"
1013,Fri Jun 18 19:12:24 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0.3,0.7222222222222222,,en,1.0,2.0,FortWorthISD,26318,613,,,,"Fort Worth, Texas"
1014,Fri Jun 18 19:12:25 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0.375,0.75,,en,21.0,2.0,kiki_la_bulla,75,296,,,,sud[d]ista di adozione
1015,Fri Jun 18 19:12:31 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0.24318181818181814,0.5022727272727273,,en,141.0,94.0,Gurihirufan7,19,85,,,,"White House, TN"
1016,Fri Jun 18 19:12:52 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0.175,0.475,,en,,,Rainbowandsteel,3473,387,,,,
1017,Fri Jun 18 19:12:52 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0.04545454545454545,0.18484848484848485,"Governments, the World Health Organisation and NGOs around the world asked Pfizer to ensure that science will win, by letting go of saying that they own the life-saving vaccine recipe. Pfizer has responded by saying that they also own the words “science will win” (not kidding ™️) https://t.co/b9mn56vpuz",en,105.0,68.0,LHumeSastre,208,376,,[],[],
1018,Fri Jun 18 19:12:54 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",-0.0625,0.5,"New COVID-19 Vaccines May Reach Out to T Cells, Not Just B Cells

#COVID19 vaccine developers could exploit newly discovered #SARSCoV2 proteins and create vaccines that activate T cells. Learn more: https://t.co/eKZS0QcIGP https://t.co/hLtmxiF0yJ",en,7.0,5.0,angryhacademic,1618,3286,,"[{'text': 'COVID19', 'indices': [66, 74]}, {'text': 'SARSCoV2', 'indices': [125, 134]}]",[],my mind
1019,Fri Jun 18 19:13:03 +0000 2021,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",0.04545454545454545,0.18484848484848485,,en,,,LongCovidNYC,366,696,,,,
1020,Fri Jun 18 19:13:13 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0.3,0.4,What we saw unfolding in india has now begun ravaging Uganda. And this will continue until vaccines are equitably available! I am struggling to make sense of the world these days. We learned a lot with India’s 2nd wave - those lessons should be broadly applicable. @IndiaCOVIDSOS https://t.co/w750DIQBqG,en,88.0,38.0,lekshmidhar,88,363,,[],"[{'screen_name': 'IndiaCOVIDSOS', 'name': 'IndiaCOVIDSOS', 'id': 1385797144209096705, 'id_str': '1385797144209096705', 'indices': [265, 279]}]","Basel, Switzerland"
1021,Fri Jun 18 19:13:15 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0.21233766233766235,0.4363636363636363,,en,141.0,96.0,the5hine,425,176,,,, 
